,year,hood_id,neighborhood,district,type,frequency
5581,2012,60102,Albrechtstr.,SteglitzZehlendorf,theft,3079
5582,2012,60203,Lankwitz,SteglitzZehlendorf,theft,2622
5583,2012,60204,Ostpreußendamm,SteglitzZehlendorf,theft,3361
5584,2012,60305,Teltower Damm,SteglitzZehlendorf,theft,3837
5585,2012,60306,Drakestr.,SteglitzZehlendorf,theft,3827
5586,2012,60407,Zehlendorf Südwest,SteglitzZehlendorf,theft,3943
5587,2012,60408,Zehlendorf Nord,SteglitzZehlendorf,theft,4701
5588,2012,70101,SchönebergNord,TempelhofSchöneberg,theft,8593
5589,2012,70202,SchönebergSüd,TempelhofSchöneberg,theft,5679
5590,2012,70303,Friedenau,TempelhofSchöneberg,theft,4931
5591,2012,70404,Tempelhof,TempelhofSchöneberg,theft,6183
5592,2012,70505,Mariendorf,TempelhofSchöneberg,theft,3755
5593,2012,70606,Marienfelde,TempelhofSchöneberg,theft,4459
5594,2012,70707,Lichtenrade,TempelhofSchöneberg,theft,2562
5595,2012,80101,Schillerpromenade,Neukölln,theft,7760
5596,2012,80102,Neuköllner Mitte/Zentrum,Neukölln,theft,11332
5597,2012,80103,Reuterstraße,Neukölln,theft,6899
5598,2012,80104,Rixdorf,Neukölln,theft,5372
5599,2012,80105,Köllnische Heide,Neukölln,theft,8074
5600,2012,80206,Britz,Neukölln,theft,5263
5601,2012,80207,Buckow,Neukölln,theft,2296
5602,2012,80308,Gropiusstadt,Neukölln,theft,5386
5603,2012,80409,Buckow Nord,Neukölln,theft,4400
5604,2012,80410,Rudow,Neukölln,theft,2996
5605,2012,90101,AltTreptow,TreptowKöpenick,theft,9409
5606,2012,90102,Plänterwald,TreptowKöpenick,theft,4636
5607,2012,90103,Baumschulenweg,TreptowKöpenick,theft,3592
5608,2012,90104,Johannisthal,TreptowKöpenick,theft,2931
5609,2012,90205,Oberschöneweide,TreptowKöpenick,theft,4373
5610,2012,90206,Niederschöneweide,TreptowKöpenick,theft,8336
5611,2012,90207,Adlershof,TreptowKöpenick,theft,6246
5612,2012,90208,Köllnische Vorstadt/Spindlersfeld,TreptowKöpenick,theft,3952
5613,2012,90309,Altglienicke,TreptowKöpenick,theft,2110
5614,2012,90310,Bohnsdorf,TreptowKöpenick,theft,2856
5615,2012,90311,Grünau,TreptowKöpenick,theft,4483
5616,2012,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,TreptowKöpenick,theft,3594
5617,2012,90413,KöpenickSüd,TreptowKöpenick,theft,2567
5618,2012,90414,AllendeViertel,TreptowKöpenick,theft,3177
5619,2012,90415,AltstadtKietz,TreptowKöpenick,theft,3261
5620,2012,90416,Müggelheim,TreptowKöpenick,theft,1737
5621,2012,90517,Friedrichshagen,TreptowKöpenick,theft,2952
5622,2012,90518,Rahnsdorf/Hessenwinkel,TreptowKöpenick,theft,3235
5623,2012,90519,Dammvorstadt,TreptowKöpenick,theft,6027
5624,2012,90520,KöpenickNord,TreptowKöpenick,theft,1993
5625,2012,100101,MarzahnNord,MarzahnHellersdorf,theft,3315
5626,2012,100102,MarzahnMitte,MarzahnHellersdorf,theft,4667
5627,2012,100103,MarzahnSüd,MarzahnHellersdorf,theft,4248
5628,2012,100204,HellersdorfNord,MarzahnHellersdorf,theft,4806
5629,2012,100205,HellersdorfOst,MarzahnHellersdorf,theft,3242
5630,2012,100206,HellersdorfSüd,MarzahnHellersdorf,theft,2902
5631,2012,100307,Biesdorf,MarzahnHellersdorf,theft,4585
5632,2012,100408,Kaulsdorf,MarzahnHellersdorf,theft,2486
5633,2012,100409,Mahlsdorf,MarzahnHellersdorf,theft,2249
5634,2012,110101,"Malchow, Wartenberg und Falkenberg",Lichtenberg,theft,4246
5635,2012,110102,NeuHohenschönhausen Nord,Lichtenberg,theft,3005
5636,2012,110103,NeuHohenschönhausen Süd,Lichtenberg,theft,3969
5637,2012,110204,AltHohenschönhausen Nord,Lichtenberg,theft,5716
5638,2012,110205,AltHohenschönhausen Süd,Lichtenberg,theft,4230
5639,2012,110306,Fennpfuhl,Lichtenberg,theft,3884
5640,2012,110307,AltLichtenberg,Lichtenberg,theft,8623
5641,2012,110308,Frankfurter Allee Süd,Lichtenberg,theft,5983
5642,2012,110409,Neu Lichtenberg,Lichtenberg,theft,4379
5643,2012,110410,Friedrichsfelde Nord,Lichtenberg,theft,5125
5644,2012,110411,Friedrichsfelde Süd,Lichtenberg,theft,3277
5645,2012,110512,Rummelsburger Bucht,Lichtenberg,theft,6957
5646,2012,110513,Karlshorst,Lichtenberg,theft,3073
5647,2012,121031,Ost 1  Reginhardstr.,Reinickendorf,theft,4362
5648,2012,121032,Ost 2  AltReinickendorf,Reinickendorf,theft,5979
5649,2012,122141,West 1  TegelSüd/Flughafensee,Reinickendorf,theft,10696
5650,2012,122144,West 4  AugusteViktoriaAllee,Reinickendorf,theft,5414
5651,2012,122145,West 5  Tegel/Tegeler Forst,Reinickendorf,theft,10190
5652,2012,122242,West 2  Heiligensee/Konradshöhe,Reinickendorf,theft,2406
5653,2012,122311,Nord 1  Frohnau/Hermsdorf,Reinickendorf,theft,3240
5654,2012,123012,Nord 2  Waidmannslust/Wittenau/Lübars,Reinickendorf,theft,5015
5655,2012,123021,MV 1  Märkisches Viertel,Reinickendorf,theft,5684
5656,2012,123022,MV 2  Rollbergsiedlung,Reinickendorf,theft,5236
5657,2012,123043,West 3  Borsigwalde/Freie Scholle,Reinickendorf,theft,3869
5658,2013,10111,Tiergarten Süd,Mitte,theft,20384
5659,2013,10112,Regierungsviertel,Mitte,theft,41536
5660,2013,10113,Alexanderplatz,Mitte,theft,21117
5661,2013,10114,Brunnenstraße Süd,Mitte,theft,9424
5662,2013,10221,Moabit West,Mitte,theft,5707
5663,2013,10222,Moabit Ost,Mitte,theft,7181
5664,2013,10331,Osloer Straße,Mitte,theft,9780
5665,2013,10332,Brunnenstraße Nord,Mitte,theft,9064
5666,2013,10441,Parkviertel,Mitte,theft,6904
5667,2013,10442,Wedding Zentrum,Mitte,theft,6111
5668,2013,20101,Südliche Friedrichstadt,FriedrichshainKreuzberg,theft,8591
5669,2013,20202,Tempelhofer Vorstadt,FriedrichshainKreuzberg,theft,8227
5670,2013,20303,nördliche Luisenstadt,FriedrichshainKreuzberg,theft,12441
5671,2013,20304,südliche Luisenstadt,FriedrichshainKreuzberg,theft,9358
5672,2013,20405,KarlMarxAlleeNord,FriedrichshainKreuzberg,theft,6054
5673,2013,20407,KarlMarxAlleeSüd,FriedrichshainKreuzberg,theft,12148
5674,2013,20506,Frankfurter Allee Nord,FriedrichshainKreuzberg,theft,6410
5675,2013,20508,Frankfurter Allee Süd FK,FriedrichshainKreuzberg,theft,8612
5676,2013,30101,Buch,Pankow,theft,6334
5677,2013,30202,Blankenfelde/Niederschönhausen,Pankow,theft,3440
5678,2013,30203,Buchholz,Pankow,theft,2843
5679,2013,30304,Karow,Pankow,theft,2411
5680,2013,30307,Blankenburg/Heinersdorf/Märchenland,Pankow,theft,5827
5681,2013,30405,Schönholz/Wilhelmsruh/Rosenthal,Pankow,theft,3520
5682,2013,30406,Pankow Zentrum,Pankow,theft,6493
5683,2013,30408,Pankow Süd,Pankow,theft,3730
5684,2013,30509,Weißensee,Pankow,theft,4924
5685,2013,30510,Weißensee Ost,Pankow,theft,4137
5686,2013,30611,Prenzlauer Berg Nordwest,Pankow,theft,7084
5687,2013,30612,Prenzlauer Berg Nord,Pankow,theft,7337
5688,2013,30613,Helmholtzplatz,Pankow,theft,5908
5689,2013,30614,Prenzlauer Berg Ost,Pankow,theft,8671
5690,2013,30715,Prenzlauer Berg Südwest,Pankow,theft,8872
5691,2013,30716,Prenzlauer Berg Süd,Pankow,theft,5244
5692,2013,40101,CharlottenburgNord,CharlottenburgWilmersdorf,theft,6060
5693,2013,40202,Heerstrasse,CharlottenburgWilmersdorf,theft,5708
5694,2013,40203,Westend,CharlottenburgWilmersdorf,theft,8798
5695,2013,40304,Schloß Charlottenburg,CharlottenburgWilmersdorf,theft,5143
5696,2013,40305,Mierendorffplatz,CharlottenburgWilmersdorf,theft,5801
5697,2013,40306,OttoSuhrAllee,CharlottenburgWilmersdorf,theft,8765
5698,2013,40307,Neue Kantstraße,CharlottenburgWilmersdorf,theft,5971
5699,2013,40308,Kantstraße,CharlottenburgWilmersdorf,theft,13503
5700,2013,40309,Kurfürstendamm,CharlottenburgWilmersdorf,theft,29471
5701,2013,40310,Halensee,CharlottenburgWilmersdorf,theft,7009
5702,2013,40411,Grunewald,CharlottenburgWilmersdorf,theft,5214
5703,2013,40412,Schmargendorf,CharlottenburgWilmersdorf,theft,5868
5704,2013,40413,Wiesbadener Straße,CharlottenburgWilmersdorf,theft,3631
5705,2013,40514,Düsseldorfer Straße,CharlottenburgWilmersdorf,theft,6622
5706,2013,40515,Barstraße,CharlottenburgWilmersdorf,theft,6654
5707,2013,40516,Volkspark Wilmersdorf,CharlottenburgWilmersdorf,theft,5153
5708,2013,40617,Forst Grunewald,CharlottenburgWilmersdorf,theft,95775
5709,2013,50101,Hakenfelde,Spandau,theft,4426
5710,2013,50102,Falkenhagener Feld,Spandau,theft,2983
5711,2013,50103,Spandau Mitte,Spandau,theft,7331
5712,2013,50204,Brunsbütteler Damm,Spandau,theft,3941
5713,2013,50205,Heerstraße Nord,Spandau,theft,4197
5714,2013,50206,Wilhelmstadt,Spandau,theft,7188
5715,2013,50307,Haselhorst,Spandau,theft,7614
5716,2013,50308,Siemensstadt,Spandau,theft,6464
5717,2013,50409,Gatow/Kladow,Spandau,theft,2513
5718,2013,60101,Schloßstr.,SteglitzZehlendorf,theft,13320
5719,2013,60102,Albrechtstr.,SteglitzZehlendorf,theft,3124
5720,2013,60203,Lankwitz,SteglitzZehlendorf,theft,3148
5721,2013,60204,Ostpreußendamm,SteglitzZehlendorf,theft,3677
5722,2013,60305,Teltower Damm,SteglitzZehlendorf,theft,4281
5723,2013,60306,Drakestr.,SteglitzZehlendorf,theft,4162
5724,2013,60407,Zehlendorf Südwest,SteglitzZehlendorf,theft,5046
5725,2013,60408,Zehlendorf Nord,SteglitzZehlendorf,theft,5317
5726,2013,70101,SchönebergNord,TempelhofSchöneberg,theft,9477
5727,2013,70202,SchönebergSüd,TempelhofSchöneberg,theft,6082
5728,2013,70303,Friedenau,TempelhofSchöneberg,theft,6552
5729,2013,70404,Tempelhof,TempelhofSchöneberg,theft,5964
5730,2013,70505,Mariendorf,TempelhofSchöneberg,theft,3772
5731,2013,70606,Marienfelde,TempelhofSchöneberg,theft,4289
5732,2013,70707,Lichtenrade,TempelhofSchöneberg,theft,2477
5733,2013,80101,Schillerpromenade,Neukölln,theft,6947
5734,2013,80102,Neuköllner Mitte/Zentrum,Neukölln,theft,11573
5735,2013,80103,Reuterstraße,Neukölln,theft,7064
5736,2013,80104,Rixdorf,Neukölln,theft,5594
5737,2013,80105,Köllnische Heide,Neukölln,theft,13381
5738,2013,80206,Britz,Neukölln,theft,5166
5739,2013,80207,Buckow,Neukölln,theft,2467
5740,2013,80308,Gropiusstadt,Neukölln,theft,4882
5741,2013,80409,Buckow Nord,Neukölln,theft,4921
5742,2013,80410,Rudow,Neukölln,theft,3191
5743,2013,90101,AltTreptow,TreptowKöpenick,theft,9633
5744,2013,90102,Plänterwald,TreptowKöpenick,theft,5483
5745,2013,90103,Baumschulenweg,TreptowKöpenick,theft,3924
5746,2013,90104,Johannisthal,TreptowKöpenick,theft,3358
5747,2013,90205,Oberschöneweide,TreptowKöpenick,theft,5407
5748,2013,90206,Niederschöneweide,TreptowKöpenick,theft,8494
5749,2013,90207,Adlershof,TreptowKöpenick,theft,6152
5750,2013,90208,Köllnische Vorstadt/Spindlersfeld,TreptowKöpenick,theft,2174
5751,2013,90309,Altglienicke,TreptowKöpenick,theft,2450
5752,2013,90310,Bohnsdorf,TreptowKöpenick,theft,2918
5753,2013,90311,Grünau,TreptowKöpenick,theft,4158
5754,2013,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,TreptowKöpenick,theft,4244
5755,2013,90413,KöpenickSüd,TreptowKöpenick,theft,2322
5756,2013,90414,AllendeViertel,TreptowKöpenick,theft,3235
5757,2013,90415,AltstadtKietz,TreptowKöpenick,theft,3170
5758,2013,90416,Müggelheim,TreptowKöpenick,theft,1636
5759,2013,90517,Friedrichshagen,TreptowKöpenick,theft,3206
5760,2013,90518,Rahnsdorf/Hessenwinkel,TreptowKöpenick,theft,3884
5761,2013,90519,Dammvorstadt,TreptowKöpenick,theft,8474
5762,2013,90520,KöpenickNord,TreptowKöpenick,theft,2290
5763,2013,100101,MarzahnNord,MarzahnHellersdorf,theft,3467
5764,2013,100102,MarzahnMitte,MarzahnHellersdorf,theft,4326
5765,2013,100103,MarzahnSüd,MarzahnHellersdorf,theft,4458
5766,2013,100204,HellersdorfNord,MarzahnHellersdorf,theft,4399
5767,2013,100205,HellersdorfOst,MarzahnHellersdorf,theft,3009
5768,2013,100206,HellersdorfSüd,MarzahnHellersdorf,theft,2690
5769,2013,100307,Biesdorf,MarzahnHellersdorf,theft,4940
5770,2013,100408,Kaulsdorf,MarzahnHellersdorf,theft,2702
5771,2013,100409,Mahlsdorf,MarzahnHellersdorf,theft,2708
5772,2013,110101,"Malchow, Wartenberg und Falkenberg",Lichtenberg,theft,5791
5773,2013,110102,NeuHohenschönhausen Nord,Lichtenberg,theft,2897
5774,2013,110103,NeuHohenschönhausen Süd,Lichtenberg,theft,3791
5775,2013,110204,AltHohenschönhausen Nord,Lichtenberg,theft,6264
5776,2013,110205,AltHohenschönhausen Süd,Lichtenberg,theft,4640
5777,2013,110306,Fennpfuhl,Lichtenberg,theft,3655
5778,2013,110307,AltLichtenberg,Lichtenberg,theft,7792
5779,2013,110308,Frankfurter Allee Süd,Lichtenberg,theft,6445
5780,2013,110409,Neu Lichtenberg,Lichtenberg,theft,4600
5781,2013,110410,Friedrichsfelde Nord,Lichtenberg,theft,5296
5782,2013,110411,Friedrichsfelde Süd,Lichtenberg,theft,3024
5783,2013,110512,Rummelsburger Bucht,Lichtenberg,theft,5219
5784,2013,110513,Karlshorst,Lichtenberg,theft,3655
5785,2013,121031,Ost 1  Reginhardstr.,Reinickendorf,theft,4553
5786,2013,121032,Ost 2  AltReinickendorf,Reinickendorf,theft,5542
5787,2013,122141,West 1  TegelSüd/Flughafensee,Reinickendorf,theft,9994
5788,2013,122144,West 4  AugusteViktoriaAllee,Reinickendorf,theft,5409
5789,2013,122145,West 5  Tegel/Tegeler Forst,Reinickendorf,theft,9414
5790,2013,122242,West 2  Heiligensee/Konradshöhe,Reinickendorf,theft,2687
5791,2013,122311,Nord 1  Frohnau/Hermsdorf,Reinickendorf,theft,3595
5792,2013,123012,Nord 2  Waidmannslust/Wittenau/Lübars,Reinickendorf,theft,5479
5793,2013,123021,MV 1  Märkisches Viertel,Reinickendorf,theft,5460
5794,2013,123022,MV 2  Rollbergsiedlung,Reinickendorf,theft,5728
5795,2013,123043,West 3  Borsigwalde/Freie Scholle,Reinickendorf,theft,4034
5796,2014,10111,Tiergarten Süd,Mitte,theft,19156
5797,2014,10112,Regierungsviertel,Mitte,theft,45659
5798,2014,10113,Alexanderplatz,Mitte,theft,21346
5799,2014,10114,Brunnenstraße Süd,Mitte,theft,8181
5800,2014,10221,Moabit West,Mitte,theft,6020
5801,2014,10222,Moabit Ost,Mitte,theft,10721
5802,2014,10331,Osloer Straße,Mitte,theft,10411
5803,2014,10332,Brunnenstraße Nord,Mitte,theft,8781
5804,2014,10441,Parkviertel,Mitte,theft,7811
5805,2014,10442,Wedding Zentrum,Mitte,theft,6896
5806,2014,20101,Südliche Friedrichstadt,FriedrichshainKreuzberg,theft,9896
5807,2014,20202,Tempelhofer Vorstadt,FriedrichshainKreuzberg,theft,8717
5808,2014,20303,nördliche Luisenstadt,FriedrichshainKreuzberg,theft,14175
5809,2014,20304,südliche Luisenstadt,FriedrichshainKreuzberg,theft,10596
5810,2014,20405,KarlMarxAlleeNord,FriedrichshainKreuzberg,theft,6374
5811,2014,20407,KarlMarxAlleeSüd,FriedrichshainKreuzberg,theft,13930
5812,2014,20506,Frankfurter Allee Nord,FriedrichshainKreuzberg,theft,7473
5813,2014,20508,Frankfurter Allee Süd FK,FriedrichshainKreuzberg,theft,10688
5814,2014,30101,Buch,Pankow,theft,5318
5815,2014,30202,Blankenfelde/Niederschönhausen,Pankow,theft,2903
5816,2014,30203,Buchholz,Pankow,theft,2678
5817,2014,30304,Karow,Pankow,theft,2127
5818,2014,30307,Blankenburg/Heinersdorf/Märchenland,Pankow,theft,5838
5819,2014,30405,Schönholz/Wilhelmsruh/Rosenthal,Pankow,theft,3581
5820,2014,30406,Pankow Zentrum,Pankow,theft,6460
5821,2014,30408,Pankow Süd,Pankow,theft,4173
5822,2014,30509,Weißensee,Pankow,theft,4820
5823,2014,30510,Weißensee Ost,Pankow,theft,3936
5824,2014,30611,Prenzlauer Berg Nordwest,Pankow,theft,7745
5825,2014,30612,Prenzlauer Berg Nord,Pankow,theft,7515
5826,2014,30613,Helmholtzplatz,Pankow,theft,6648
5827,2014,30614,Prenzlauer Berg Ost,Pankow,theft,9176
5828,2014,30715,Prenzlauer Berg Südwest,Pankow,theft,9042
5829,2014,30716,Prenzlauer Berg Süd,Pankow,theft,5354
5830,2014,40101,CharlottenburgNord,CharlottenburgWilmersdorf,theft,6549
5831,2014,40202,Heerstrasse,CharlottenburgWilmersdorf,theft,5479
5832,2014,40203,Westend,CharlottenburgWilmersdorf,theft,10273
5833,2014,40304,Schloß Charlottenburg,CharlottenburgWilmersdorf,theft,5120
5834,2014,40305,Mierendorffplatz,CharlottenburgWilmersdorf,theft,5586
5835,2014,40306,OttoSuhrAllee,CharlottenburgWilmersdorf,theft,9166
5836,2014,40307,Neue Kantstraße,CharlottenburgWilmersdorf,theft,6840
5837,2014,40308,Kantstraße,CharlottenburgWilmersdorf,theft,13616
5838,2014,40309,Kurfürstendamm,CharlottenburgWilmersdorf,theft,32904
5839,2014,40310,Halensee,CharlottenburgWilmersdorf,theft,7042
5840,2014,40411,Grunewald,CharlottenburgWilmersdorf,theft,5061
5841,2014,40412,Schmargendorf,CharlottenburgWilmersdorf,theft,4303
5842,2014,40413,Wiesbadener Straße,CharlottenburgWilmersdorf,theft,3348
5843,2014,40514,Düsseldorfer Straße,CharlottenburgWilmersdorf,theft,6222
5844,2014,40515,Barstraße,CharlottenburgWilmersdorf,theft,6262
5845,2014,40516,Volkspark Wilmersdorf,CharlottenburgWilmersdorf,theft,5798
5846,2014,40617,Forst Grunewald,CharlottenburgWilmersdorf,theft,58904
5847,2014,50101,Hakenfelde,Spandau,theft,3081
5848,2014,50102,Falkenhagener Feld,Spandau,theft,3057
5849,2014,50103,Spandau Mitte,Spandau,theft,8251
5850,2014,50204,Brunsbütteler Damm,Spandau,theft,3383
5851,2014,50205,Heerstraße Nord,Spandau,theft,3773
5852,2014,50206,Wilhelmstadt,Spandau,theft,6390
5853,2014,50307,Haselhorst,Spandau,theft,5694
5854,2014,50308,Siemensstadt,Spandau,theft,8276
5855,2014,50409,Gatow/Kladow,Spandau,theft,2373
5856,2014,60101,Schloßstr.,SteglitzZehlendorf,theft,10559
5857,2014,60102,Albrechtstr.,SteglitzZehlendorf,theft,2779
5858,2014,60203,Lankwitz,SteglitzZehlendorf,theft,2734
5859,2014,60204,Ostpreußendamm,SteglitzZehlendorf,theft,3551
5860,2014,60305,Teltower Damm,SteglitzZehlendorf,theft,4159
5861,2014,60306,Drakestr.,SteglitzZehlendorf,theft,3496
5862,2014,60407,Zehlendorf Südwest,SteglitzZehlendorf,theft,4950
5863,2014,60408,Zehlendorf Nord,SteglitzZehlendorf,theft,5734
5864,2014,70101,SchönebergNord,TempelhofSchöneberg,theft,9663
5865,2014,70202,SchönebergSüd,TempelhofSchöneberg,theft,6255
5866,2014,70303,Friedenau,TempelhofSchöneberg,theft,6208
5867,2014,70404,Tempelhof,TempelhofSchöneberg,theft,6249
5868,2014,70505,Mariendorf,TempelhofSchöneberg,theft,3578
5869,2014,70606,Marienfelde,TempelhofSchöneberg,theft,4002
5870,2014,70707,Lichtenrade,TempelhofSchöneberg,theft,2315
5871,2014,80101,Schillerpromenade,Neukölln,theft,6013
5872,2014,80102,Neuköllner Mitte/Zentrum,Neukölln,theft,11554
5873,2014,80103,Reuterstraße,Neukölln,theft,7203
5874,2014,80104,Rixdorf,Neukölln,theft,5813
5875,2014,80105,Köllnische Heide,Neukölln,theft,7446
5876,2014,80206,Britz,Neukölln,theft,5377
5877,2014,80207,Buckow,Neukölln,theft,2451
5878,2014,80308,Gropiusstadt,Neukölln,theft,4636
5879,2014,80409,Buckow Nord,Neukölln,theft,5000
5880,2014,80410,Rudow,Neukölln,theft,2800
5881,2014,90101,AltTreptow,TreptowKöpenick,theft,10659
5882,2014,90102,Plänterwald,TreptowKöpenick,theft,6850
5883,2014,90103,Baumschulenweg,TreptowKöpenick,theft,5103
5884,2014,90104,Johannisthal,TreptowKöpenick,theft,3141
5885,2014,90205,Oberschöneweide,TreptowKöpenick,theft,4922
5886,2014,90206,Niederschöneweide,TreptowKöpenick,theft,8704
5887,2014,90207,Adlershof,TreptowKöpenick,theft,6618
5888,2014,90208,Köllnische Vorstadt/Spindlersfeld,TreptowKöpenick,theft,3767
5889,2014,90309,Altglienicke,TreptowKöpenick,theft,2799
5890,2014,90310,Bohnsdorf,TreptowKöpenick,theft,3297
5891,2014,90311,Grünau,TreptowKöpenick,theft,4895
5892,2014,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,TreptowKöpenick,theft,4312
5893,2014,90413,KöpenickSüd,TreptowKöpenick,theft,2807
5894,2014,90414,AllendeViertel,TreptowKöpenick,theft,3543
5895,2014,90415,AltstadtKietz,TreptowKöpenick,theft,3610
5896,2014,90416,Müggelheim,TreptowKöpenick,theft,1611
5897,2014,90517,Friedrichshagen,TreptowKöpenick,theft,4407
5898,2014,90518,Rahnsdorf/Hessenwinkel,TreptowKöpenick,theft,3750
5899,2014,90519,Dammvorstadt,TreptowKöpenick,theft,7163
5900,2014,90520,KöpenickNord,TreptowKöpenick,theft,2790
5901,2014,100101,MarzahnNord,MarzahnHellersdorf,theft,2750
5902,2014,100102,MarzahnMitte,MarzahnHellersdorf,theft,3672
5903,2014,100103,MarzahnSüd,MarzahnHellersdorf,theft,3741
5904,2014,100204,HellersdorfNord,MarzahnHellersdorf,theft,4755
5905,2014,100205,HellersdorfOst,MarzahnHellersdorf,theft,3086
5906,2014,100206,HellersdorfSüd,MarzahnHellersdorf,theft,2557
5907,2014,100307,Biesdorf,MarzahnHellersdorf,theft,4364
5908,2014,100408,Kaulsdorf,MarzahnHellersdorf,theft,2909
5909,2014,100409,Mahlsdorf,MarzahnHellersdorf,theft,4428
5910,2014,110101,"Malchow, Wartenberg und Falkenberg",Lichtenberg,theft,4928
5911,2014,110102,NeuHohenschönhausen Nord,Lichtenberg,theft,2337
5912,2014,110103,NeuHohenschönhausen Süd,Lichtenberg,theft,3720
5913,2014,110204,AltHohenschönhausen Nord,Lichtenberg,theft,5346
5914,2014,110205,AltHohenschönhausen Süd,Lichtenberg,theft,4215
5915,2014,110306,Fennpfuhl,Lichtenberg,theft,3863
5916,2014,110307,AltLichtenberg,Lichtenberg,theft,8337
5917,2014,110308,Frankfurter Allee Süd,Lichtenberg,theft,7619
5918,2014,110409,Neu Lichtenberg,Lichtenberg,theft,5153
5919,2014,110410,Friedrichsfelde Nord,Lichtenberg,theft,5030
5920,2014,110411,Friedrichsfelde Süd,Lichtenberg,theft,3020
5921,2014,110512,Rummelsburger Bucht,Lichtenberg,theft,7998
5922,2014,110513,Karlshorst,Lichtenberg,theft,3562
5923,2014,121031,Ost 1  Reginhardstr.,Reinickendorf,theft,5014
5924,2014,121032,Ost 2  AltReinickendorf,Reinickendorf,theft,5832
5925,2014,122141,West 1  TegelSüd/Flughafensee,Reinickendorf,theft,5248
5926,2014,122144,West 4  AugusteViktoriaAllee,Reinickendorf,theft,6363
5927,2014,122145,West 5  Tegel/Tegeler Forst,Reinickendorf,theft,9774
5928,2014,122242,West 2  Heiligensee/Konradshöhe,Reinickendorf,theft,2397
5929,2014,122311,Nord 1  Frohnau/Hermsdorf,Reinickendorf,theft,3420
5930,2014,123012,Nord 2  Waidmannslust/Wittenau/Lübars,Reinickendorf,theft,4919
5931,2014,123021,MV 1  Märkisches Viertel,Reinickendorf,theft,5200
5932,2014,123022,MV 2  Rollbergsiedlung,Reinickendorf,theft,4453
5933,2014,123043,West 3  Borsigwalde/Freie Scholle,Reinickendorf,theft,3405
5934,2015,10111,Tiergarten Süd,Mitte,theft,19677
5935,2015,10112,Regierungsviertel,Mitte,theft,53276
5936,2015,10113,Alexanderplatz,Mitte,theft,23701
5937,2015,10114,Brunnenstraße Süd,Mitte,theft,8530
5938,2015,10221,Moabit West,Mitte,theft,6766
5939,2015,10222,Moabit Ost,Mitte,theft,13460
5940,2015,10331,Osloer Straße,Mitte,theft,9558
5941,2015,10332,Brunnenstraße Nord,Mitte,theft,7946
5942,2015,10441,Parkviertel,Mitte,theft,8143
5943,2015,10442,Wedding Zentrum,Mitte,theft,6902
5944,2015,20101,Südliche Friedrichstadt,FriedrichshainKreuzberg,theft,11416
5945,2015,20202,Tempelhofer Vorstadt,FriedrichshainKreuzberg,theft,10596
5946,2015,20303,nördliche Luisenstadt,FriedrichshainKreuzberg,theft,16421
5947,2015,20304,südliche Luisenstadt,FriedrichshainKreuzberg,theft,12803
5948,2015,20405,KarlMarxAlleeNord,FriedrichshainKreuzberg,theft,6212
5949,2015,20407,KarlMarxAlleeSüd,FriedrichshainKreuzberg,theft,14602
5950,2015,20506,Frankfurter Allee Nord,FriedrichshainKreuzberg,theft,7322
5951,2015,20508,Frankfurter Allee Süd FK,FriedrichshainKreuzberg,theft,11374
5952,2015,30101,Buch,Pankow,theft,5700
5953,2015,30202,Blankenfelde/Niederschönhausen,Pankow,theft,2730
5954,2015,30203,Buchholz,Pankow,theft,2211
5955,2015,30304,Karow,Pankow,theft,2282
5956,2015,30307,Blankenburg/Heinersdorf/Märchenland,Pankow,theft,5383
5957,2015,30405,Schönholz/Wilhelmsruh/Rosenthal,Pankow,theft,3230
5958,2015,30406,Pankow Zentrum,Pankow,theft,6577
5959,2015,30408,Pankow Süd,Pankow,theft,4380
5960,2015,30509,Weißensee,Pankow,theft,6691
5961,2015,30510,Weißensee Ost,Pankow,theft,4710
5962,2015,30611,Prenzlauer Berg Nordwest,Pankow,theft,9090
5963,2015,30612,Prenzlauer Berg Nord,Pankow,theft,9759
5964,2015,30613,Helmholtzplatz,Pankow,theft,9533
5965,2015,30614,Prenzlauer Berg Ost,Pankow,theft,10982
5966,2015,30715,Prenzlauer Berg Südwest,Pankow,theft,9990
5967,2015,30716,Prenzlauer Berg Süd,Pankow,theft,7442
5968,2015,40101,CharlottenburgNord,CharlottenburgWilmersdorf,theft,6332
5969,2015,40202,Heerstrasse,CharlottenburgWilmersdorf,theft,6868
5970,2015,40203,Westend,CharlottenburgWilmersdorf,theft,10710
5971,2015,40304,Schloß Charlottenburg,CharlottenburgWilmersdorf,theft,5190
5972,2015,40305,Mierendorffplatz,CharlottenburgWilmersdorf,theft,6327
5973,2015,40306,OttoSuhrAllee,CharlottenburgWilmersdorf,theft,9741
5974,2015,40307,Neue Kantstraße,CharlottenburgWilmersdorf,theft,7757
5975,2015,40308,Kantstraße,CharlottenburgWilmersdorf,theft,15843
5976,2015,40309,Kurfürstendamm,CharlottenburgWilmersdorf,theft,38321
5977,2015,40310,Halensee,CharlottenburgWilmersdorf,theft,9344
5978,2015,40411,Grunewald,CharlottenburgWilmersdorf,theft,5251
5979,2015,40412,Schmargendorf,CharlottenburgWilmersdorf,theft,5005
