year;hood_id;neighborhood;district;robbery;street_robbery;injury_assault;agg_assault;threat;theft;car_theft;theft_from_car;bike_theft;burglary;fire_without_intention;arson_with_intention;property_damage;property_damage_graffiti;drugs;criminal_hood
2013;080308;Gropiusstadt;Neukölln;209;102;754;179;316;4882;121;666;451;198;77;30;1317;149;77;2294
2013;080409;Buckow Nord;Neukölln;117;32;939;203;406;4921;128;1228;267;299;139;11;971;53;53;2306
2013;080410;Rudow;Neukölln;76;45;546;164;247;3191;264;1047;342;363;24;7;684;55;38;1353
2013;090101;AltTreptow;TreptowKöpenick;406;261;1144;270;297;9633;189;982;2055;378;18;9;1496;460;586;3091
2013;090102;Plänterwald;TreptowKöpenick;111;65;757;148;231;5483;249;1938;711;295;65;9;1228;148;55;2224
2013;090103;Baumschulenweg;TreptowKöpenick;120;69;545;115;339;3924;201;1211;574;270;46;17;958;264;138;1767
2013;090104;Johannisthal;TreptowKöpenick;60;22;537;87;331;3358;309;911;407;244;49;22;890;184;81;1389
2013;090205;Oberschöneweide;TreptowKöpenick;117;66;1790;411;502;5407;350;938;604;137;71;41;1887;669;208;3652
2013;090206;Niederschöneweide;TreptowKöpenick;132;47;1364;376;414;8494;235;875;1251;94;103;56;1590;480;301;2624
2013;090207;Adlershof;TreptowKöpenick;128;83;756;218;365;6152;205;974;1307;115;64;19;1013;179;83;1865
2013;090208;Köllnische Vorstadt/Spindlersfeld;TreptowKöpenick;66;33;951;233;273;2174;133;359;499;86;133;93;1343;426;133;2101
2013;090309;Altglienicke;TreptowKöpenick;27;12;634;124;282;2450;182;881;375;178;58;12;502;73;89;1283
2013;090310;Bohnsdorf;TreptowKöpenick;50;17;547;75;249;2918;191;721;356;232;41;25;953;282;116;1144
2013;090311;Grünau;TreptowKöpenick;36;0;393;89;214;4158;268;875;1285;268;71;54;999;321;125;964
2013;090312;Schmöckwitz/Karolinenhof/Rauchfangswerder;TreptowKöpenick;25;0;521;74;298;4244;99;2035;74;323;50;50;670;50;0;1067
2013;090413;KöpenickSüd;TreptowKöpenick;6;6;469;58;199;2322;129;791;392;64;103;19;855;180;45;1196
2013;090414;AllendeViertel;TreptowKöpenick;0;0;621;33;229;3235;163;327;833;33;49;0;784;261;33;1585
2013;090415;AltstadtKietz;TreptowKöpenick;101;29;1354;216;346;3170;101;403;879;130;43;14;1268;231;72;2867
2013;090416;Müggelheim;TreptowKöpenick;0;0;214;15;245;1636;92;489;107;92;31;15;397;0;15;688
2013;090517;Friedrichshagen;TreptowKöpenick;57;23;418;92;206;3206;172;521;1265;74;46;11;641;143;11;1008
2013;090518;Rahnsdorf/Hessenwinkel;TreptowKöpenick;22;22;279;45;257;3884;123;1574;770;413;22;11;614;56;22;837
2013;090519;Dammvorstadt;TreptowKöpenick;105;42;1460;294;389;8474;168;693;1712;105;210;126;1575;126;536;3381
2013;090520;KöpenickNord;TreptowKöpenick;33;16;310;114;253;2290;163;636;481;220;65;24;595;73;8;1051
2013;100101;MarzahnNord;MarzahnHellersdorf;166;74;1753;379;501;3467;227;549;384;131;140;48;1217;188;144;3401
2013;100102;MarzahnMitte;MarzahnHellersdorf;178;68;1714;362;403;4326;226;1024;322;94;103;33;1107;149;171;3061
2013;100103;MarzahnSüd;MarzahnHellersdorf;142;57;929;186;342;4458;429;987;312;101;46;19;973;180;63;2236
2013;100204;HellersdorfNord;MarzahnHellersdorf;183;105;2153;423;583;4399;135;607;507;69;216;78;1745;450;249;4075
2013;100205;HellersdorfOst;MarzahnHellersdorf;159;106;1086;201;424;3009;95;418;667;74;101;48;1187;175;170;2537
2013;100206;HellersdorfSüd;MarzahnHellersdorf;139;94;1171;197;352;2690;131;495;418;82;106;12;1032;307;135;2436
2013;100307;Biesdorf;MarzahnHellersdorf;39;16;694;90;302;4940;137;1137;745;216;71;31;843;110;71;1368
2013;100408;Kaulsdorf;MarzahnHellersdorf;48;21;381;70;220;2702;86;901;461;440;32;16;654;139;38;954
2013;100409;Mahlsdorf;MarzahnHellersdorf;33;11;317;52;203;2708;151;793;317;413;7;0;480;92;55;679
2013;110101;Malchow, Wartenberg und Falkenberg;Lichtenberg;47;0;541;71;282;5791;94;965;188;824;118;94;683;71;118;1224
2013;110102;NeuHohenschönhausen Nord;Lichtenberg;105;58;1203;213;293;2897;98;452;358;65;47;25;726;98;242;2572
2013;110103;NeuHohenschönhausen Süd;Lichtenberg;124;31;1110;190;248;3791;240;503;302;155;81;23;1060;116;155;2487
2013;110204;AltHohenschönhausen Nord;Lichtenberg;96;22;867;171;356;6264;178;1075;274;326;82;44;1431;193;104;2513
2013;110205;AltHohenschönhausen Süd;Lichtenberg;105;54;699;126;316;4640;244;947;513;224;51;14;1073;241;115;2481
2013;110306;Fennpfuhl;Lichtenberg;81;44;803;153;244;3655;241;818;587;137;53;12;993;225;78;1915
2013;110307;AltLichtenberg;Lichtenberg;148;88;1492;397;437;7792;261;1311;714;209;88;44;1556;413;225;3505
2013;110308;Frankfurter Allee Süd;Lichtenberg;180;100;898;150;309;6445;349;1058;1367;160;80;40;1038;130;529;2365
2013;110409;Neu Lichtenberg;Lichtenberg;113;53;819;160;226;4600;240;692;955;100;80;47;1058;313;216;2207
2013;110410;Friedrichsfelde Nord;Lichtenberg;111;30;1087;244;370;5296;370;1065;251;288;148;52;1050;207;126;2500
2013;110411;Friedrichsfelde Süd;Lichtenberg;102;33;655;130;248;3024;199;574;358;199;45;12;822;309;57;1640
2013;110512;Rummelsburger Bucht;Lichtenberg;181;121;573;211;241;5219;271;1357;754;271;664;302;1900;392;241;1870
2013;110513;Karlshorst;Lichtenberg;43;21;476;94;189;3655;287;798;674;300;82;47;824;137;21;1506
2013;121031;Ost 1  Reginhardstr.;Reinickendorf;146;58;1512;362;639;4553;115;735;608;308;62;38;1001;112;508;3768
2013;121032;Ost 2  AltReinickendorf;Reinickendorf;190;81;1211;244;503;5542;151;1245;657;232;116;50;1245;213;588;3052
2013;122141;West 1  TegelSüd/Flughafensee;Reinickendorf;104;35;1576;359;615;9994;138;1756;366;525;69;48;1210;159;1576;3656
2013;122144;West 4  AugusteViktoriaAllee;Reinickendorf;177;67;1345;315;653;5409;126;736;460;264;55;31;1263;169;393;3344
2013;122145;West 5  Tegel/Tegeler Forst;Reinickendorf;223;126;1535;369;515;9414;117;952;991;185;58;29;1603;291;398;3264
2013;122242;West 2  Heiligensee/Konradshöhe;Reinickendorf;17;13;379;63;202;2687;67;1098;324;543;42;17;892;151;114;1173
2013;122311;Nord 1  Frohnau/Hermsdorf;Reinickendorf;76;27;357;70;149;3595;125;1191;832;625;21;3;692;149;58;1018
2013;123012;Nord 2  Waidmannslust/Wittenau/Lübars;Reinickendorf;151;74;1041;205;437;5479;74;978;568;333;54;13;887;198;326;2224
2013;123021;MV 1  Märkisches Viertel;Reinickendorf;236;157;1649;371;602;5460;102;902;366;184;121;49;1177;99;382;4085
2013;123022;MV 2  Rollbergsiedlung;Reinickendorf;165;106;1000;247;459;5728;71;964;306;423;71;47;1364;176;165;2623
2013;123043;West 3  Borsigwalde/Freie Scholle;Reinickendorf;94;44;757;169;325;4034;69;638;438;400;106;31;732;81;206;1701
2014;010111;Tiergarten Süd;Mitte;544;353;3781;986;978;19156;125;1618;1434;515;59;37;1854;221;1199;7673
2014;010112;Regierungsviertel;Mitte;533;199;4514;878;1202;45659;115;1975;3876;543;31;21;4023;1431;930;8808
2014;010113;Alexanderplatz;Mitte;412;215;2659;739;711;21346;181;1442;2181;489;93;37;2451;713;1028;6060
2014;010114;Brunnenstraße Süd;Mitte;124;58;655;113;247;8181;204;837;1776;462;22;4;1296;480;287;2806
2014;010221;Moabit West;Mitte;173;73;1265;334;361;6020;166;1095;906;268;82;34;1095;186;491;2785
2014;010222;Moabit Ost;Mitte;159;92;1675;439;484;10721;120;1160;1191;274;117;53;1393;232;1116;3585
2014;010331;Osloer Straße;Mitte;300;141;2090;514;590;10411;84;1110;931;547;103;38;1275;130;720;4453
2014;010332;Brunnenstraße Nord;Mitte;295;130;1788;461;599;8781;190;1123;1059;491;132;52;1468;254;833;4342
2014;010441;Parkviertel;Mitte;206;107;1510;350;556;7811;134;1068;818;408;65;19;1096;120;445;3908
2014;010442;Wedding Zentrum;Mitte;238;123;1908;513;637;6896;111;883;773;466;63;31;1255;290;927;4248
2014;020101;Südliche Friedrichstadt;FriedrichshainKreuzberg;298;200;1691;486;561;9896;133;2066;1160;406;113;35;1503;225;546;3915
2014;020202;Tempelhofer Vorstadt;FriedrichshainKreuzberg;204;96;1574;421;418;8717;155;870;1612;367;86;29;1363;338;361;3268
2014;020303;nördliche Luisenstadt;FriedrichshainKreuzberg;554;381;2510;949;568;14175;115;820;1765;430;177;58;2048;585;1796;5112
2014;020304;südliche Luisenstadt;FriedrichshainKreuzberg;644;497;2195;1020;441;10596;117;802;1405;309;215;68;1913;621;3750;4635
2014;020405;KarlMarxAlleeNord;FriedrichshainKreuzberg;131;87;815;187;314;6374;288;1186;972;314;78;26;1155;148;118;2751
2014;020407;KarlMarxAlleeSüd;FriedrichshainKreuzberg;371;241;2212;608;460;13930;177;1275;1486;194;76;25;2174;367;1228;4449
2014;020506;Frankfurter Allee Nord;FriedrichshainKreuzberg;57;32;1070;232;325;7473;257;692;1673;253;107;36;2005;275;221;3560
2014;020508;Frankfurter Allee Süd FK;FriedrichshainKreuzberg;335;240;1822;594;338;10688;147;741;1758;296;91;39;2452;451;1377;4346
2014;030101;Buch;Pankow;42;21;860;224;552;5318;210;1356;664;168;133;56;1195;175;140;2145
2014;030202;Blankenfelde/Niederschönhausen;Pankow;27;8;459;115;226;2903;88;643;474;325;54;15;551;84;50;1228
2014;030203;Buchholz;Pankow;12;6;397;93;181;2678;123;455;298;222;12;0;566;158;53;863
2014;030304;Karow;Pankow;21;16;263;43;123;2127;48;477;557;268;11;0;536;43;48;766
2014;030307;Blankenburg/Heinersdorf/Märchenland;Pankow;56;7;557;118;334;5838;118;939;731;369;49;49;779;56;49;1399
2014;030405;Schönholz/Wilhelmsruh/Rosenthal;Pankow;52;17;322;35;219;3581;109;639;576;386;29;0;674;115;81;1249
2014;030406;Pankow Zentrum;Pankow;103;59;549;124;236;6460;165;699;1811;204;74;32;932;218;106;2097
2014;030408;Pankow Süd;Pankow;78;45;486;141;225;4173;207;659;1157;216;39;30;908;159;63;2008
2014;030509;Weißensee;Pankow;81;40;835;193;315;4820;193;632;742;188;55;12;1103;228;107;2423
2014;030510;Weißensee Ost;Pankow;33;27;972;180;353;3936;173;879;533;240;53;13;1199;213;160;2171
2014;030611;Prenzlauer Berg Nordwest;Pankow;152;88;897;244;224;7745;204;937;2029;180;48;16;1277;360;304;3042
2014;030612;Prenzlauer Berg Nord;Pankow;117;49;636;140;212;7515;303;807;2068;144;27;15;1076;466;133;2375
2014;030613;Helmholtzplatz;Pankow;45;18;619;181;145;6648;212;492;1644;429;32;18;971;289;104;2750
2014;030614;Prenzlauer Berg Ost;Pankow;120;72;986;240;252;9176;367;1250;1402;307;40;16;2180;910;204;2799
2014;030715;Prenzlauer Berg Südwest;Pankow;96;52;1272;379;223;9042;247;766;1699;746;32;8;1400;439;124;3725
2014;030716;Prenzlauer Berg Süd;Pankow;41;22;458;88;155;5354;316;723;1199;432;41;19;1013;230;92;2329
2014;040101;CharlottenburgNord;CharlottenburgWilmersdorf;253;135;1626;318;646;6549;291;2133;345;409;48;22;1325;269;862;4087
2014;040202;Heerstrasse;CharlottenburgWilmersdorf;127;79;1290;412;325;5479;428;1512;443;760;8;8;1457;602;206;2431
2014;040203;Westend;CharlottenburgWilmersdorf;134;89;824;163;449;10273;238;1507;717;416;45;30;1040;204;74;2881
2014;040304;Schloß Charlottenburg;CharlottenburgWilmersdorf;127;34;1028;225;429;5120;98;701;982;374;25;13;990;285;161;2732
2014;040305;Mierendorffplatz;CharlottenburgWilmersdorf;278;108;934;264;460;5586;108;1388;481;284;34;0;806;108;1022;2498
2014;040306;OttoSuhrAllee;CharlottenburgWilmersdorf;199;107;1645;334;625;9166;192;1108;1384;452;46;12;1411;295;303;3987
2014;040307;Neue Kantstraße;CharlottenburgWilmersdorf;154;51;1006;253;330;6840;244;1383;1186;471;47;30;937;235;497;2825
2014;040308;Kantstraße;CharlottenburgWilmersdorf;260;101;1116;245;563;13616;115;1039;1544;496;48;19;1083;106;664;3195
2014;040309;Kurfürstendamm;CharlottenburgWilmersdorf;736;358;6325;1913;1273;32904;330;2595;1487;730;62;41;2588;640;1156;10695
2014;040310;Halensee;CharlottenburgWilmersdorf;111;48;858;228;505;7042;256;1107;740;581;28;14;1058;249;242;2705
2014;040411;Grunewald;CharlottenburgWilmersdorf;71;43;446;114;277;5061;342;1631;304;1326;38;16;674;82;87;2359
2014;040412;Schmargendorf;CharlottenburgWilmersdorf;85;50;602;99;255;4303;163;929;475;702;28;7;475;14;57;1815
2014;040413;Wiesbadener Straße;CharlottenburgWilmersdorf;39;28;404;39;172;3348;89;670;1013;409;28;11;498;111;89;1339
2014;040514;Düsseldorfer Straße;CharlottenburgWilmersdorf;195;116;726;116;394;6222;275;1438;792;563;63;17;1143;315;229;2594
2014;040515;Barstraße;CharlottenburgWilmersdorf;132;103;792;161;411;6262;139;1533;1247;433;22;22;792;161;286;2207
2014;040516;Volkspark Wilmersdorf;CharlottenburgWilmersdorf;169;106;788;154;245;5798;211;1163;1208;498;27;12;821;202;154;2180
2014;040617;Forst Grunewald;CharlottenburgWilmersdorf;0;0;8219;2740;4110;58904;0;23288;4110;0;0;0;17808;1370;4110;15068
2014;050101;Hakenfelde;Spandau;74;44;682;184;284;3081;144;647;275;157;79;31;756;39;140;1643
2014;050102;Falkenhagener Feld;Spandau;92;36;1068;221;348;3057;79;570;417;249;74;25;908;84;155;2520
2014;050103;Spandau Mitte;Spandau;290;196;1975;451;621;8251;106;1038;891;161;76;29;1600;243;662;4760
2014;050204;Brunsbütteler Damm;Spandau;69;52;573;152;343;3383;156;629;278;325;56;17;633;61;104;1518
2014;050205;Heerstraße Nord;Spandau;125;88;1329;246;466;3773;125;569;363;261;121;37;1090;73;110;3149
2014;050206;Wilhelmstadt;Spandau;185;78;1546;366;548;6390;95;727;692;274;61;35;1347;239;265;3101
2014;050307;Haselhorst;Spandau;126;46;994;219;325;5694;206;1293;431;206;113;53;1107;113;119;2327
2014;050308;Siemensstadt;Spandau;196;57;1370;351;489;8276;310;1639;832;253;73;41;1345;367;122;3783
2014;050409;Gatow/Kladow;Spandau;37;21;423;84;162;2373;115;497;141;329;31;21;486;26;31;805
2014;060101;Schloßstr.;SteglitzZehlendorf;197;83;798;206;353;10559;179;794;826;527;37;9;1133;339;183;2238
2014;060102;Albrechtstr.;SteglitzZehlendorf;82;48;512;82;261;2779;163;667;439;278;31;10;800;150;81;1578
2014;060203;Lankwitz;SteglitzZehlendorf;62;31;660;150;307;2734;160;691;241;241;88;43;646;88;277;1576
2014;060204;Ostpreußendamm;SteglitzZehlendorf;43;20;571;109;244;3551;181;829;637;373;34;14;886;95;132;1606
2014;060305;Teltower Damm;SteglitzZehlendorf;76;36;453;88;239;4159;175;1093;939;441;42;12;951;193;127;1377
2014;060306;Drakestr.;SteglitzZehlendorf;19;15;425;62;219;3496;183;771;472;289;23;15;591;113;94;1184
2014;060407;Zehlendorf Südwest;SteglitzZehlendorf;70;55;537;98;262;4950;270;1214;560;623;55;12;1234;403;90;1543
2014;060408;Zehlendorf Nord;SteglitzZehlendorf;51;27;350;65;200;5734;251;1381;906;1075;60;14;1032;345;106;1579
2014;070101;SchönebergNord;TempelhofSchöneberg;357;221;1523;441;584;9663;141;1033;1107;548;88;25;1199;223;662;3917
2014;070202;SchönebergSüd;TempelhofSchöneberg;117;54;1110;249;358;6255;101;836;1411;346;45;12;1016;233;445;2514
2014;070303;Friedenau;TempelhofSchöneberg;96;67;562;94;207;6208;149;860;1052;399;53;36;907;283;116;1732
2014;070404;Tempelhof;TempelhofSchöneberg;131;80;1099;233;475;6249;185;1307;609;305;75;23;1220;226;517;2936
2014;070505;Mariendorf;TempelhofSchöneberg;93;55;782;186;319;3578;154;970;289;281;40;18;865;109;190;1933
2014;070606;Marienfelde;TempelhofSchöneberg;88;62;663;120;276;4002;120;868;374;179;94;33;930;98;140;1794
2014;070707;Lichtenrade;TempelhofSchöneberg;57;28;614;119;279;2315;149;667;244;254;46;10;786;111;139;1466
2014;080101;Schillerpromenade;Neukölln;222;116;1623;435;494;6013;78;969;563;385;56;25;1710;594;1623;3677
2014;080102;Neuköllner Mitte/Zentrum;Neukölln;241;119;2007;631;654;11554;156;1436;641;400;93;26;1597;293;457;4458
2014;080103;Reuterstraße;Neukölln;176;80;1414;365;427;7203;112;616;793;477;45;17;1230;321;321;3102
2014;080104;Rixdorf;Neukölln;220;102;1438;377;397;5813;130;1224;827;484;70;30;1361;237;310;3391
2014;080105;Köllnische Heide;Neukölln;171;86;1309;362;803;7446;210;2269;243;316;145;79;3526;303;276;3546
2014;080206;Britz;Neukölln;175;110;1096;266;427;5377;216;1371;400;420;65;19;1079;146;221;2894
2014;080207;Buckow;Neukölln;64;29;475;71;239;2451;175;724;114;289;29;14;632;50;25;1281
2014;080308;Gropiusstadt;Neukölln;151;107;937;253;363;4636;115;506;508;242;74;30;1294;121;91;2647
2014;080409;Buckow Nord;Neukölln;96;43;1004;160;331;5000;96;1026;321;545;107;85;759;43;96;2179
2014;080410;Rudow;Neukölln;76;42;489;127;217;2800;269;748;361;411;52;24;708;71;19;1279
2014;090101;AltTreptow;TreptowKöpenick;400;320;1192;311;383;10659;267;1628;2500;338;98;44;1735;552;587;3239
2014;090102;Plänterwald;TreptowKöpenick;101;64;413;73;211;6850;331;1607;578;349;101;73;1359;129;147;2268
2014;090103;Baumschulenweg;TreptowKöpenick;108;46;605;131;325;5103;360;1233;714;297;46;17;799;137;120;1741
2014;090104;Johannisthal;TreptowKöpenick;81;49;454;92;254;3141;168;568;438;200;54;11;806;70;65;1368
2014;090205;Oberschöneweide;TreptowKöpenick;60;25;1431;324;469;4922;229;1222;688;115;60;35;1102;194;249;2927
2014;090206;Niederschöneweide;TreptowKöpenick;122;75;1441;188;254;8704;207;998;1215;188;66;38;1818;867;358;2788
2014;090207;Adlershof;TreptowKöpenick;82;44;703;144;370;6618;276;1149;1036;176;69;31;1262;496;119;2034
2014;090208;Köllnische Vorstadt/Spindlersfeld;TreptowKöpenick;50;50;1163;189;358;3767;268;676;775;129;30;10;1004;179;199;2744
2014;090309;Altglienicke;TreptowKöpenick;35;19;572;77;217;2799;274;688;367;236;19;4;499;73;89;1156
2014;090310;Bohnsdorf;TreptowKöpenick;58;49;437;91;231;3297;157;1022;445;231;8;8;560;99;82;1055
2014;090311;Grünau;TreptowKöpenick;90;18;774;288;234;4895;144;1494;1134;144;54;36;1764;684;72;1710
2014;090312;Schmöckwitz/Karolinenhof/Rauchfangswerder;TreptowKöpenick;24;24;465;49;147;4312;73;1298;147;318;24;0;563;0;49;1029
2014;090413;KöpenickSüd;TreptowKöpenick;26;13;411;64;180;2807;135;912;462;96;128;39;1130;109;77;1426
2014;090414;AllendeViertel;TreptowKöpenick;32;0;798;207;463;3543;223;575;399;128;48;32;974;176;80;1867
2014;090415;AltstadtKietz;TreptowKöpenick;28;14;1189;127;311;3610;156;835;750;99;156;85;1274;113;42;2563
2014;090416;Müggelheim;TreptowKöpenick;0;0;184;31;77;1611;61;537;123;245;61;61;337;15;46;399
2014;090517;Friedrichshagen;TreptowKöpenick;11;0;469;141;226;4407;271;859;1429;147;11;6;836;198;56;1525
2014;090518;Rahnsdorf/Hessenwinkel;TreptowKöpenick;22;11;367;78;178;3750;67;1469;879;334;22;11;701;78;11;801
2014;090519;Dammvorstadt;TreptowKöpenick;142;71;1238;335;365;7163;122;497;1441;81;81;51;1948;274;446;3419
2014;090520;KöpenickNord;TreptowKöpenick;24;16;367;90;237;2790;204;759;620;204;8;8;808;237;106;1183
2014;100101;MarzahnNord;MarzahnHellersdorf;138;82;1899;324;414;2750;190;471;406;82;86;30;842;91;155;3250
2014;100102;MarzahnMitte;MarzahnHellersdorf;144;94;1496;325;352;3672;173;666;402;61;50;26;1147;122;153;2982
2014;100103;MarzahnSüd;MarzahnHellersdorf;149;78;917;181;319;3741;316;871;303;127;68;19;944;103;84;2032
2014;100204;HellersdorfNord;MarzahnHellersdorf;95;60;1890;325;563;4755;194;629;495;107;92;39;1684;328;280;3875
2014;100205;HellersdorfOst;MarzahnHellersdorf;98;46;1264;181;402;3086;139;526;537;62;46;21;996;248;212;2802
2014;100206;HellersdorfSüd;MarzahnHellersdorf;69;53;1052;184;391;2557;175;400;363;94;122;33;1077;302;90;2353
2014;100307;Biesdorf;MarzahnHellersdorf;31;20;636;90;259;4364;157;1067;695;243;31;8;651;75;126;1338
2014;100408;Kaulsdorf;MarzahnHellersdorf;27;5;361;54;189;2909;81;910;506;404;43;22;819;86;27;1104
2014;100409;Mahlsdorf;MarzahnHellersdorf;22;11;368;74;188;4428;110;566;438;291;11;4;541;107;18;828
2014;110101;Malchow, Wartenberg und Falkenberg;Lichtenberg;23;23;341;0;250;4928;91;818;204;363;114;23;977;136;91;999
2014;110102;NeuHohenschönhausen Nord;Lichtenberg;68;50;1051;157;382;2337;111;418;325;46;43;7;836;54;200;2165
2014;110103;NeuHohenschönhausen Süd;Lichtenberg;120;85;1253;251;302;3720;244;410;441;89;35;12;712;104;186;2452
2014;110204;AltHohenschönhausen Nord;Lichtenberg;74;44;911;193;267;5346;185;740;341;407;52;7;800;67;104;1814
2014;110205;AltHohenschönhausen Süd;Lichtenberg;71;34;883;142;308;4215;203;1072;416;237;47;7;947;193;152;2249
2014;110306;Fennpfuhl;Lichtenberg;68;34;770;146;289;3863;422;1015;546;224;16;9;1009;202;112;1947
2014;110307;AltLichtenberg;Lichtenberg;153;81;1231;311;345;8337;391;1668;920;242;42;27;1288;307;169;3022
2014;110308;Frankfurter Allee Süd;Lichtenberg;150;90;1138;240;200;7619;350;1338;1348;170;170;70;1238;359;429;2387
2014;110409;Neu Lichtenberg;Lichtenberg;69;36;824;171;266;5153;197;778;959;227;46;16;1261;345;131;2532
2014;110410;Friedrichsfelde Nord;Lichtenberg;139;88;975;279;381;5030;389;829;389;264;22;7;960;301;95;2354
2014;110411;Friedrichsfelde Süd;Lichtenberg;57;20;574;126;183;3020;224;594;537;204;28;24;773;362;69;1396
2014;110512;Rummelsburger Bucht;Lichtenberg;59;59;977;296;385;7998;296;2044;1214;444;474;267;1214;237;355;2695
2014;110513;Karlshorst;Lichtenberg;29;17;434;96;213;3562;184;884;1009;150;42;17;534;63;21;1130
2014;121031;Ost 1  Reginhardstr.;Reinickendorf;121;61;1412;361;638;5014;129;812;676;539;95;34;1127;148;338;3982
2014;121032;Ost 2  AltReinickendorf;Reinickendorf;200;100;1266;299;514;5832;165;990;645;430;77;27;1270;376;549;3480
2014;122141;West 1  TegelSüd/Flughafensee;Reinickendorf;62;28;1123;289;654;5248;131;985;379;296;69;41;813;41;985;2803
2014;122144;West 4  AugusteViktoriaAllee;Reinickendorf;157;73;1266;284;476;6363;146;990;453;499;73;42;1542;234;311;3479
2014;122145;West 5  Tegel/Tegeler Forst;Reinickendorf;229;95;1336;286;458;9774;134;697;1088;191;48;10;1327;277;525;3407
2014;122242;West 2  Heiligensee/Konradshöhe;Reinickendorf;13;0;303;71;160;2397;122;896;286;517;21;4;656;93;109;782
2014;122311;Nord 1  Frohnau/Hermsdorf;Reinickendorf;55;40;326;79;140;3420;180;1104;584;736;43;21;517;61;100;870
2014;123012;Nord 2  Waidmannslust/Wittenau/Lübars;Reinickendorf;163;106;1191;289;369;4919;77;835;569;409;77;13;978;216;223;2588
2014;123021;MV 1  Märkisches Viertel;Reinickendorf;163;91;1470;360;571;5200;125;931;411;179;192;67;1115;85;275;3949
2014;123022;MV 2  Rollbergsiedlung;Reinickendorf;184;69;909;138;414;4453;92;897;357;288;115;58;1254;322;150;2370
2014;123043;West 3  Borsigwalde/Freie Scholle;Reinickendorf;93;37;652;155;304;3405;118;752;236;410;43;0;814;162;186;1939
2015;010111;Tiergarten Süd;Mitte;584;420;3418;776;769;19677;107;2286;1759;370;128;78;2165;605;976;6758
2015;010112;Regierungsviertel;Mitte;750;336;4273;878;1243;53276;148;2852;3661;474;99;39;3000;997;474;7993
2015;010113;Alexanderplatz;Mitte;306;176;2809;796;624;23701;162;1600;2111;460;68;23;2284;650;973;5800
2015;010114;Brunnenstraße Süd;Mitte;102;46;719;141;215;8530;215;815;1474;381;32;21;1220;409;254;3039
2015;010221;Moabit West;Mitte;258;121;1276;336;417;6766;119;1321;758;251;56;22;996;166;370;2718
2015;010222;Moabit Ost;Mitte;232;123;2016;524;557;13460;115;1183;1235;268;49;16;1218;221;931;3873
2015;010331;Osloer Straße;Mitte;259;156;2082;642;653;9558;92;872;835;441;92;34;1263;190;610;4186
2015;010332;Brunnenstraße Nord;Mitte;232;101;1533;396;535;7946;180;1116;1105;308;63;27;1310;235;742;3381
2015;010441;Parkviertel;Mitte;189;102;1539;402;486;8143;125;1221;780;286;70;36;1116;200;450;3394
2015;010442;Wedding Zentrum;Mitte;265;161;1838;551;634;6902;86;904;780;363;61;25;1151;227;1040;3771
2015;020101;Südliche Friedrichstadt;FriedrichshainKreuzberg;312;152;1645;467;552;11416;147;2149;1096;379;77;25;1622;247;1036;3946
2015;020202;Tempelhofer Vorstadt;FriedrichshainKreuzberg;180;79;1291;318;324;10596;223;1169;1922;382;59;29;1245;270;572;2959
2015;020303;nördliche Luisenstadt;FriedrichshainKreuzberg;638;321;2822;999;486;16421;161;1231;1676;383;138;45;2069;562;2408;5252
2015;020304;südliche Luisenstadt;FriedrichshainKreuzberg;632;401;1774;715;533;12803;189;1150;1555;322;98;45;1672;598;7374;4132
2015;020405;KarlMarxAlleeNord;FriedrichshainKreuzberg;146;77;639;193;202;6212;210;845;999;326;43;13;922;236;154;2890
2015;020407;KarlMarxAlleeSüd;FriedrichshainKreuzberg;527;343;2166;606;435;14602;117;991;1259;184;59;29;1936;590;1831;4616
2015;020506;Frankfurter Allee Nord;FriedrichshainKreuzberg;97;52;1109;329;270;7322;184;464;1372;208;135;62;1920;468;246;3704
2015;020508;Frankfurter Allee Süd FK;FriedrichshainKreuzberg;399;204;2036;734;326;11374;132;781;1410;247;71;26;2085;770;2992;4661
2015;030101;Buch;Pankow;59;33;1139;306;495;5700;254;1197;950;156;143;26;1633;234;195;2752
2015;030202;Blankenfelde/Niederschönhausen;Pankow;26;4;423;79;210;2730;75;742;438;251;52;15;543;146;67;1079
2015;030203;Buchholz;Pankow;12;0;351;69;132;2211;104;253;207;196;40;23;530;184;29;772
2015;030304;Karow;Pankow;37;21;315;69;192;2282;91;597;490;203;27;5;490;85;21;757
2015;030307;Blankenburg/Heinersdorf/Märchenland;Pankow;55;7;660;172;261;5383;103;859;873;426;34;21;646;62;41;1292
2015;030405;Schönholz/Wilhelmsruh/Rosenthal;Pankow;34;6;320;40;177;3230;120;890;422;382;51;23;616;114;46;987
2015;030406;Pankow Zentrum;Pankow;110;64;663;145;261;6577;151;567;1835;258;38;14;1144;327;119;2273
2015;030408;Pankow Süd;Pankow;101;59;468;95;210;4380;154;657;994;216;33;21;770;201;110;2439
2015;030509;Weißensee;Pankow;58;19;935;203;376;6691;242;854;985;270;47;6;1297;264;125;3287
2015;030510;Weißensee Ost;Pankow;40;13;892;165;297;4710;165;898;555;304;59;20;1103;297;218;2385
2015;030611;Prenzlauer Berg Nordwest;Pankow;156;80;750;212;188;9090;152;834;1649;232;84;40;1234;455;271;4523
2015;030612;Prenzlauer Berg Nord;Pankow;89;30;712;149;201;9759;320;771;2016;209;34;15;917;294;112;4471
