year;hood_id;neighborhood;district;robbery;street_robbery;injury_assault;agg_assault;threat;theft;car_theft;theft_from_car;bike_theft;burglary;fire_without_intention;arson_with_intention;property_damage;property_damage_graffiti;drugs;criminal_hood
2016;110204;AltHohenschönhausen Nord;Lichtenberg;46;13;1136;193;332;6057;206;804;405;445;46;20;870;80;173;2304
2016;110205;AltHohenschönhausen Süd;Lichtenberg;84;68;653;129;190;4765;383;1432;541;277;45;13;853;148;84;1795
2016;110306;Fennpfuhl;Lichtenberg;80;52;827;157;316;4889;430;1383;753;292;86;15;1103;212;68;2123
2016;110307;AltLichtenberg;Lichtenberg;154;80;1589;376;412;8889;296;1142;1049;306;90;48;1284;309;180;3343
2016;110308;Frankfurter Allee Süd;Lichtenberg;150;90;970;290;360;7683;560;1381;1621;150;100;100;1060;210;830;2271
2016;110409;Neu Lichtenberg;Lichtenberg;85;41;866;167;291;5348;155;565;1273;205;44;22;1264;392;148;2338
2016;110410;Friedrichsfelde Nord;Lichtenberg;50;36;974;149;299;4060;292;939;583;149;43;7;1059;199;171;1991
2016;110411;Friedrichsfelde Süd;Lichtenberg;52;36;740;164;272;3466;272;716;456;204;52;24;764;188;56;1747
2016;110512;Rummelsburger Bucht;Lichtenberg;29;29;778;202;231;8475;259;980;2393;577;231;173;634;231;173;2537
2016;110513;Karlshorst;Lichtenberg;37;26;448;101;209;3593;153;567;1108;302;26;19;563;101;86;1306
2016;121031;Ost 1  Reginhardstr.;Reinickendorf;146;62;1426;365;576;4917;153;1014;543;347;113;62;1204;109;350;3874
2016;121032;Ost 2  AltReinickendorf;Reinickendorf;170;94;1111;245;527;5907;166;1104;554;332;57;23;1142;219;603;3029
2016;122141;West 1  TegelSüd/Flughafensee;Reinickendorf;60;13;1721;435;616;6735;194;1500;422;254;47;20;1091;94;1553;3488
2016;122144;West 4  AugusteViktoriaAllee;Reinickendorf;112;56;1197;318;509;6024;135;980;348;191;71;34;1145;281;296;2933
2016;122145;West 5  Tegel/Tegeler Forst;Reinickendorf;229;128;1900;413;560;10005;83;514;1000;285;28;9;1680;285;266;4323
2016;122242;West 2  Heiligensee/Konradshöhe;Reinickendorf;29;12;361;66;199;1807;153;228;269;328;29;12;543;116;149;875
2016;122311;Nord 1  Frohnau/Hermsdorf;Reinickendorf;51;24;325;84;132;3094;111;530;759;831;45;12;599;105;169;849
2016;123012;Nord 2  Waidmannslust/Wittenau/Lübars;Reinickendorf;132;66;1162;289;436;5334;148;669;452;477;69;22;954;235;292;2552
2016;123021;MV 1  Märkisches Viertel;Reinickendorf;150;94;1235;339;471;4511;143;871;278;176;110;33;991;183;267;3008
2016;123022;MV 2  Rollbergsiedlung;Reinickendorf;144;77;918;265;575;4657;155;763;188;387;77;11;2710;1670;343;2555
2016;123043;West 3  Borsigwalde/Freie Scholle;Reinickendorf;62;18;813;129;425;4133;222;604;443;271;43;6;795;86;203;2094
2017;010111;Tiergarten Süd;Mitte;430;270;3610;1005;880;18036;208;2252;2404;346;62;14;1802;291;1240;7920
2017;010112;Regierungsviertel;Mitte;345;147;3930;750;1370;39579;138;1913;2663;646;43;0;3120;965;750;8024
2017;010113;Alexanderplatz;Mitte;259;163;3198;867;575;19221;158;1279;1685;268;82;29;2108;637;1458;5854
2017;010114;Brunnenstraße Süd;Mitte;126;60;849;206;212;7554;116;962;1533;255;56;36;1490;647;269;2939
2017;010221;Moabit West;Mitte;143;87;1499;384;467;5651;76;869;930;222;54;22;1186;176;1720;3119
2017;010222;Moabit Ost;Mitte;133;88;1855;428;579;11850;74;1039;1186;218;77;27;1271;202;1228;3636
2017;010331;Osloer Straße;Mitte;142;93;1894;448;648;7050;105;955;628;221;93;39;1135;183;584;3579
2017;010332;Brunnenstraße Nord;Mitte;155;77;1756;474;624;8180;203;1111;922;251;91;35;1445;544;525;3564
2017;010441;Parkviertel;Mitte;182;99;1658;349;569;6285;114;1063;630;283;57;26;1111;285;439;3438
2017;010442;Wedding Zentrum;Mitte;174;103;1820;484;510;6223;79;861;710;205;93;40;1232;340;1148;3492
2017;020101;Südliche Friedrichstadt;FriedrichshainKreuzberg;286;152;1723;580;555;9843;122;1521;1131;204;105;45;1594;301;2498;3795
2017;020202;Tempelhofer Vorstadt;FriedrichshainKreuzberg;150;78;1209;377;380;8985;178;1175;2014;172;20;11;1179;227;386;2828
2017;020303;nördliche Luisenstadt;FriedrichshainKreuzberg;351;243;2298;823;513;11836;99;1043;1322;189;99;9;1812;544;3071;4331
2017;020304;südliche Luisenstadt;FriedrichshainKreuzberg;366;244;1498;617;320;7983;118;857;1570;229;91;34;1745;682;2976;3418
2017;020405;KarlMarxAlleeNord;FriedrichshainKreuzberg;89;59;723;199;254;5516;178;1015;1108;330;42;34;1168;385;106;2166
2017;020407;KarlMarxAlleeSüd;FriedrichshainKreuzberg;268;186;2635;907;445;11556;206;986;1217;223;41;25;1947;590;2454;4607
2017;020506;Frankfurter Allee Nord;FriedrichshainKreuzberg;86;40;1059;334;251;6266;96;609;1247;185;93;36;1707;453;417;2845
2017;020508;Frankfurter Allee Süd FK;FriedrichshainKreuzberg;145;92;1763;690;364;7296;107;649;1167;252;57;12;1988;725;1855;3960
2017;030101;Buch;Pankow;100;44;1302;325;388;4100;119;526;732;150;119;38;1321;288;225;2648
2017;030202;Blankenfelde/Niederschönhausen;Pankow;18;4;384;89;146;2531;71;619;388;174;21;11;559;167;36;1004
2017;030203;Buchholz;Pankow;28;11;270;39;154;2049;116;413;242;110;22;0;490;88;50;804
2017;030304;Karow;Pankow;21;15;447;92;169;2085;67;277;493;375;15;0;385;67;98;889
2017;030307;Blankenburg/Heinersdorf/Märchenland;Pankow;46;13;767;208;215;4260;130;468;715;345;91;52;637;176;72;1301
2017;030405;Schönholz/Wilhelmsruh/Rosenthal;Pankow;67;39;309;67;152;2696;73;674;326;354;11;6;522;84;28;966
2017;030406;Pankow Zentrum;Pankow;98;65;695;172;276;5084;135;574;1395;211;59;25;1075;346;110;2071
2017;030408;Pankow Süd;Pankow;44;15;607;181;239;3713;204;694;998;131;23;0;855;303;82;1610
2017;030509;Weißensee;Pankow;80;43;1000;255;311;3850;136;532;692;160;45;19;1040;258;138;2131
2017;030510;Weißensee Ost;Pankow;79;46;977;144;328;3887;125;754;695;118;92;33;1029;223;243;2196
2017;030611;Prenzlauer Berg Nordwest;Pankow;113;43;988;358;253;7285;132;657;1622;159;43;27;1171;494;459;3061
2017;030612;Prenzlauer Berg Nord;Pankow;96;48;594;162;195;6532;210;601;1570;214;26;0;1029;288;170;2544
2017;030613;Helmholtzplatz;Pankow;66;31;831;239;208;6923;44;416;1331;186;18;4;1366;575;212;4023
2017;030614;Prenzlauer Berg Ost;Pankow;124;79;1104;259;353;7748;259;1341;1134;285;116;53;1776;841;199;2494
2017;030715;Prenzlauer Berg Südwest;Pankow;80;19;1338;392;255;7591;148;1209;1353;304;49;11;1399;506;190;3007
2017;030716;Prenzlauer Berg Süd;Pankow;52;27;509;119;198;4454;143;866;1073;168;55;24;1094;509;101;1774
2017;040101;CharlottenburgNord;CharlottenburgWilmersdorf;118;46;1698;421;595;5554;410;1908;538;205;46;10;1339;87;1015;3877
2017;040202;Heerstrasse;CharlottenburgWilmersdorf;123;69;979;277;177;4825;285;1241;555;516;77;39;1303;385;316;2150
2017;040203;Westend;CharlottenburgWilmersdorf;93;66;1124;270;425;8526;363;1224;602;242;52;28;941;131;125;2532
2017;040304;Schloß Charlottenburg;CharlottenburgWilmersdorf;69;33;982;171;379;4802;138;676;961;281;24;12;1063;371;151;2370
2017;040305;Mierendorffplatz;CharlottenburgWilmersdorf;79;53;1114;218;448;6328;198;1259;929;250;13;7;1187;211;270;3032
2017;040306;OttoSuhrAllee;CharlottenburgWilmersdorf;110;48;1602;386;485;8673;180;1040;1532;309;92;29;1433;345;287;3872
2017;040307;Neue Kantstraße;CharlottenburgWilmersdorf;115;49;917;181;333;7749;275;1093;1069;263;45;25;974;271;284;2614
2017;040308;Kantstraße;CharlottenburgWilmersdorf;160;78;1329;338;384;11838;132;722;1307;329;64;18;1065;142;265;3459
2017;040309;Kurfürstendamm;CharlottenburgWilmersdorf;466;204;4585;1296;996;26980;338;2018;1181;351;70;32;2452;696;837;7995
2017;040310;Halensee;CharlottenburgWilmersdorf;86;46;610;146;305;6746;252;1227;822;279;27;20;836;212;73;2262
2017;040411;Grunewald;CharlottenburgWilmersdorf;52;31;570;89;272;4120;277;1307;413;512;26;5;1035;491;94;1710
2017;040412;Schmargendorf;CharlottenburgWilmersdorf;20;7;375;123;171;3685;266;894;437;259;27;14;519;68;61;1106
2017;040413;Wiesbadener Straße;CharlottenburgWilmersdorf;38;22;393;38;115;2803;109;594;872;213;11;5;611;224;76;1069
2017;040514;Düsseldorfer Straße;CharlottenburgWilmersdorf;134;51;750;147;300;6363;316;1060;945;306;42;22;1079;460;169;2318
2017;040515;Barstraße;CharlottenburgWilmersdorf;39;20;1024;189;450;4920;170;933;1162;215;33;20;900;222;183;2447
2017;040516;Volkspark Wilmersdorf;CharlottenburgWilmersdorf;90;38;715;160;207;5822;181;843;1368;163;50;12;898;257;225;1826
2017;040617;Forst Grunewald;CharlottenburgWilmersdorf;1370;1370;13699;2740;5479;45205;0;17808;0;1370;2740;2740;5479;0;0;21918
2017;050101;Hakenfelde;Spandau;61;41;779;193;307;3206;74;570;418;156;33;20;533;78;143;1644
2017;050102;Falkenhagener Feld;Spandau;83;42;1036;212;296;2577;90;618;359;203;76;20;684;29;95;2113
2017;050103;Spandau Mitte;Spandau;216;126;1818;435;612;6502;93;746;815;180;109;55;1236;150;517;3576
2017;050204;Brunsbütteler Damm;Spandau;51;17;733;140;267;3498;157;631;398;220;42;17;851;131;80;1643
2017;050205;Heerstraße Nord;Spandau;89;34;1410;370;462;3580;130;520;226;363;51;24;1037;311;120;2799
2017;050206;Wilhelmstadt;Spandau;112;56;1719;470;478;7873;88;622;745;238;45;21;1292;192;211;3192
2017;050307;Haselhorst;Spandau;115;51;1091;306;370;4624;191;906;415;351;32;19;759;159;204;2334
2017;050308;Siemensstadt;Spandau;76;69;1089;244;320;5812;251;1135;838;274;76;38;1181;335;168;2613
2017;050409;Gatow/Kladow;Spandau;50;25;421;130;175;2103;120;240;340;385;50;25;486;40;25;851
2017;060101;Schloßstr.;SteglitzZehlendorf;114;73;823;132;323;10938;159;691;1583;164;68;9;951;200;205;1974
2017;060102;Albrechtstr.;SteglitzZehlendorf;42;15;543;108;208;2477;163;558;522;157;72;28;632;140;125;1285
2017;060203;Lankwitz;SteglitzZehlendorf;35;16;640;107;283;2369;114;432;285;157;33;9;769;79;164;1502
2017;060204;Ostpreußendamm;SteglitzZehlendorf;45;20;577;144;274;2880;141;506;523;294;37;17;815;195;119;1369
2017;060305;Teltower Damm;SteglitzZehlendorf;35;20;505;88;292;3113;117;482;1083;269;44;15;753;164;108;1305
2017;060306;Drakestr.;SteglitzZehlendorf;22;2;319;86;170;2926;159;595;480;219;61;25;609;78;65;1026
2017;060407;Zehlendorf Südwest;SteglitzZehlendorf;57;26;520;136;321;3806;132;649;652;313;64;26;1192;566;49;1395
2017;060408;Zehlendorf Nord;SteglitzZehlendorf;61;30;486;79;220;4171;220;848;923;458;61;12;1131;451;107;1292
2017;070101;SchönebergNord;TempelhofSchöneberg;258;154;1492;398;416;10138;140;741;1425;313;67;37;1121;162;769;4090
2017;070202;SchönebergSüd;TempelhofSchöneberg;107;59;1115;277;358;6553;133;790;1240;162;44;20;1089;257;366;2374
2017;070303;Friedenau;TempelhofSchöneberg;56;28;578;123;211;5130;159;604;1060;189;41;26;875;213;118;1537
2017;070404;Tempelhof;TempelhofSchöneberg;88;37;1034;194;416;5830;166;1356;673;164;93;23;1077;288;373;2232
2017;070505;Mariendorf;TempelhofSchöneberg;77;33;734;161;290;3145;156;884;319;207;56;17;709;92;158;1673
2017;070606;Marienfelde;TempelhofSchöneberg;52;12;755;139;296;3000;151;694;336;151;55;25;811;111;151;1705
2017;070707;Lichtenrade;TempelhofSchöneberg;35;16;519;100;192;2217;160;485;207;249;51;18;564;98;117;1090
2017;080101;Schillerpromenade;Neukölln;210;130;1311;427;383;7616;121;1116;1011;291;121;46;1663;501;1094;3827
2017;080102;Neuköllner Mitte/Zentrum;Neukölln;226;97;2043;608;564;12059;207;1466;936;283;118;55;1749;215;590;4883
2017;080103;Reuterstraße;Neukölln;117;52;1451;541;409;7494;110;728;1090;195;62;22;1327;357;454;3506
2017;080104;Rixdorf;Neukölln;156;78;1270;376;379;5675;100;704;916;296;51;15;1241;266;694;3547
2017;080105;Köllnische Heide;Neukölln;166;77;1211;338;427;7338;281;1638;325;242;121;57;1390;128;351;3494
2017;080206;Britz;Neukölln;166;101;1136;325;444;5458;201;1309;404;379;84;65;1015;152;208;2920
2017;080207;Buckow;Neukölln;21;3;561;118;260;1732;135;419;97;267;42;14;585;66;62;1382
2017;080308;Gropiusstadt;Neukölln;146;98;982;252;304;4455;171;653;502;190;16;16;819;81;73;2516
2017;080409;Buckow Nord;Neukölln;93;31;1034;217;548;4870;269;1086;445;227;52;21;538;62;83;2244
2017;080410;Rudow;Neukölln;49;25;610;139;303;2754;254;694;296;455;58;14;638;65;51;1387
2017;090101;AltTreptow;TreptowKöpenick;361;205;1511;419;394;10760;164;986;2251;304;57;25;1848;846;1010;4452
2017;090102;Plänterwald;TreptowKöpenick;54;27;715;161;313;4476;366;1233;938;170;63;45;1188;268;152;1850
2017;090103;Baumschulenweg;TreptowKöpenick;60;33;728;119;293;4854;271;880;874;147;60;27;988;293;103;1824
2017;090104;Johannisthal;TreptowKöpenick;35;30;643;132;258;3309;309;911;445;187;30;5;698;142;132;1452
2017;090205;Oberschöneweide;TreptowKöpenick;59;32;1453;301;384;4942;224;1147;717;114;59;32;1384;251;301;3065
2017;090206;Niederschöneweide;TreptowKöpenick;148;69;1667;330;425;9402;477;859;1328;122;78;26;2179;1215;382;3047
2017;090207;Adlershof;TreptowKöpenick;106;61;698;162;240;6379;223;1056;1167;112;34;17;1207;335;128;1720
2017;090208;Köllnische Vorstadt/Spindlersfeld;TreptowKöpenick;47;37;1116;233;288;2911;121;856;484;84;19;0;1051;214;205;2223
2017;090309;Altglienicke;TreptowKöpenick;30;15;682;130;257;2654;399;720;339;257;41;22;567;123;71;1338
2017;090310;Bohnsdorf;TreptowKöpenick;54;16;869;209;248;3560;334;504;303;318;16;8;768;163;124;1582
2017;090311;Grünau;TreptowKöpenick;49;33;718;147;310;3963;130;783;620;179;16;16;2724;2023;16;1696
2017;090312;Schmöckwitz/Karolinenhof/Rauchfangswerder;TreptowKöpenick;23;0;322;115;184;1588;92;322;253;115;23;0;668;253;23;691
2017;090413;KöpenickSüd;TreptowKöpenick;24;12;433;85;214;1696;140;360;226;177;24;0;799;116;159;1055
2017;090414;AllendeViertel;TreptowKöpenick;31;15;614;107;92;2670;307;399;399;61;31;0;767;123;15;1243
2017;090415;AltstadtKietz;TreptowKöpenick;66;66;1431;158;368;2534;118;460;657;53;53;39;1392;158;250;2758
2017;090416;Müggelheim;TreptowKöpenick;15;0;483;76;181;1058;60;332;106;91;30;30;408;151;45;755
2017;090517;Friedrichshagen;TreptowKöpenick;22;16;473;103;190;3145;228;418;978;43;22;5;934;337;60;1184
2017;090518;Rahnsdorf/Hessenwinkel;TreptowKöpenick;42;32;615;127;170;2914;127;816;837;265;0;0;636;117;21;1007
2017;090519;Dammvorstadt;TreptowKöpenick;138;64;1303;349;422;6296;92;679;964;165;64;46;1459;450;220;2671
2017;090520;KöpenickNord;TreptowKöpenick;31;23;389;101;124;1968;140;451;521;233;16;0;583;179;54;887
2017;100101;MarzahnNord;MarzahnHellersdorf;91;54;1509;274;383;3006;287;462;420;91;83;37;1060;304;108;2819
2017;100102;MarzahnMitte;MarzahnHellersdorf;81;54;1444;257;405;4879;361;924;322;110;73;19;1077;168;164;3267
2017;100103;MarzahnSüd;MarzahnHellersdorf;53;24;1030;192;305;4636;444;1143;265;168;47;16;885;129;126;2317
2017;100204;HellersdorfNord;MarzahnHellersdorf;111;62;1646;315;394;4165;249;527;298;71;85;31;1748;564;252;3074
2017;100205;HellersdorfOst;MarzahnHellersdorf;119;55;1442;253;342;2765;109;367;560;59;69;10;1080;322;114;2607
2017;100206;HellersdorfSüd;MarzahnHellersdorf;40;24;1177;206;348;2702;267;409;259;69;36;4;1145;409;166;2245
2017;100307;Biesdorf;MarzahnHellersdorf;68;30;684;125;246;4201;144;589;601;502;34;15;895;257;60;1545
2017;100408;Kaulsdorf;MarzahnHellersdorf;42;21;993;68;183;2378;68;376;517;287;16;10;742;146;68;1605
2017;100409;Mahlsdorf;MarzahnHellersdorf;32;11;356;67;155;1915;71;310;356;272;7;0;691;293;35;726
2017;110101;Malchow, Wartenberg und Falkenberg;Lichtenberg;21;0;530;85;212;2481;0;361;233;488;85;42;488;127;42;933
2017;110102;NeuHohenschönhausen Nord;Lichtenberg;80;35;856;156;218;2501;191;353;412;87;59;10;689;87;222;2078
2017;110103;NeuHohenschönhausen Süd;Lichtenberg;86;56;1099;257;235;3646;231;596;454;93;41;15;726;156;168;2231
2017;110204;AltHohenschönhausen Nord;Lichtenberg;75;44;1060;181;256;4589;200;742;443;330;50;6;879;162;156;2032
2017;110205;AltHohenschönhausen Süd;Lichtenberg;38;28;636;101;215;3536;326;958;408;206;60;13;832;193;133;1581
2017;110306;Fennpfuhl;Lichtenberg;104;82;704;140;265;3924;253;1094;454;219;61;15;1033;241;88;1785
2017;110307;AltLichtenberg;Lichtenberg;80;37;1703;395;451;7774;282;1275;737;219;86;43;1421;418;222;3094
2017;110308;Frankfurter Allee Süd;Lichtenberg;200;140;1580;500;440;8573;340;850;970;150;80;30;1711;650;590;3031
2017;110409;Neu Lichtenberg;Lichtenberg;59;40;954;211;304;4735;146;652;854;155;62;22;1153;360;233;2262
2017;110410;Friedrichsfelde Nord;Lichtenberg;56;35;889;208;243;3821;313;903;340;111;56;21;959;229;208;1827
2017;110411;Friedrichsfelde Süd;Lichtenberg;68;40;637;107;223;3121;231;597;402;88;84;52;924;223;107;1493
2017;110512;Rummelsburger Bucht;Lichtenberg;57;57;908;170;341;7125;284;908;1817;397;85;28;1646;483;284;2753
2017;110513;Karlshorst;Lichtenberg;26;18;502;137;199;3372;166;443;979;307;48;15;539;85;96;1086
2017;121031;Ost 1  Reginhardstr.;Reinickendorf;82;39;1220;329;365;3703;104;894;605;225;86;21;1048;233;333;2369
2017;121032;Ost 2  AltReinickendorf;Reinickendorf;137;74;1169;256;408;4834;137;913;397;278;93;30;1191;260;416;2616
2017;122141;West 1  TegelSüd/Flughafensee;Reinickendorf;137;46;1473;417;658;6484;117;1512;319;358;59;33;912;111;1753;3167
2017;122144;West 4  AugusteViktoriaAllee;Reinickendorf;111;37;1583;384;638;4678;81;760;284;170;77;37;908;103;384;3273
2017;122145;West 5  Tegel/Tegeler Forst;Reinickendorf;127;45;1896;490;490;8646;136;708;617;200;64;27;1588;281;263;3384
2017;122242;West 2  Heiligensee/Konradshöhe;Reinickendorf;4;0;321;75;183;1653;83;487;179;254;17;12;408;62;129;716
2017;122311;Nord 1  Frohnau/Hermsdorf;Reinickendorf;30;27;407;72;174;2747;126;676;605;533;36;9;587;177;102;901
2017;123012;Nord 2  Waidmannslust/Wittenau/Lübars;Reinickendorf;105;51;1221;317;438;3987;92;527;314;368;70;19;1116;422;308;2303
2017;123021;MV 1  Märkisches Viertel;Reinickendorf;103;60;1332;277;501;3556;121;760;222;113;91;45;730;118;212;2669
2017;123022;MV 2  Rollbergsiedlung;Reinickendorf;97;43;919;216;433;3601;43;843;184;227;65;22;1546;703;162;2000
2017;123043;West 3  Borsigwalde/Freie Scholle;Reinickendorf;37;18;671;147;232;3174;67;617;452;250;49;18;806;122;147;1624
2018;010111;Tiergarten Süd;Mitte;478;396;2843;854;704;17362;116;1873;2119;267;96;21;1941;287;1866;8524
2018;010112;Regierungsviertel;Mitte;278;131;4245;900;933;31763;123;1628;3043;286;49;8;3329;1301;1088;7010
2018;010113;Alexanderplatz;Mitte;230;141;2705;647;546;17925;120;1025;1555;235;46;11;1831;588;1716;4944
2018;010114;Brunnenstraße Süd;Mitte;83;45;917;192;221;5827;151;491;1007;180;29;19;1418;699;221;2213
2018;010221;Moabit West;Mitte;154;83;1418;356;467;5363;80;864;971;180;63;26;1077;215;945;2740
2018;010222;Moabit Ost;Mitte;160;100;1805;393;550;9485;79;736;946;191;81;21;1140;191;1239;3723
2018;010331;Osloer Straße;Mitte;197;108;1928;526;641;6729;118;739;667;187;74;33;1126;236;556;3583
2018;010332;Brunnenstraße Nord;Mitte;179;108;1686;446;588;6661;171;901;717;229;74;16;1447;491;1016;3422
2018;010441;Parkviertel;Mitte;119;56;1637;397;528;5841;135;960;788;191;65;20;1220;245;271;3281
2018;010442;Wedding Zentrum;Mitte;156;94;1662;429;422;5642;90;760;753;187;68;14;1232;293;926;3159
2018;020101;Südliche Friedrichstadt;FriedrichshainKreuzberg;245;138;1553;443;512;9014;136;1454;1100;282;89;25;1394;252;1973;3773
2018;020202;Tempelhofer Vorstadt;FriedrichshainKreuzberg;146;83;1261;414;368;9178;139;1143;1873;214;71;22;1209;251;477;3299
2018;020303;nördliche Luisenstadt;FriedrichshainKreuzberg;320;221;2180;826;474;9884;104;984;1322;379;108;14;1715;478;2356;4278
2018;020304;südliche Luisenstadt;FriedrichshainKreuzberg;393;302;1707;691;382;7672;121;718;1768;238;60;15;1420;431;3528;3751
2018;020405;KarlMarxAlleeNord;FriedrichshainKreuzberg;71;29;826;189;323;4924;168;772;1023;193;21;13;1074;214;168;2097
2018;020407;KarlMarxAlleeSüd;FriedrichshainKreuzberg;332;255;2797;920;442;11809;114;1009;1451;142;73;41;1788;446;2692;4784
2018;020506;Frankfurter Allee Nord;FriedrichshainKreuzberg;78;42;1267;391;316;5837;121;485;1283;156;52;16;1739;443;300;2622
2018;020508;Frankfurter Allee Süd FK;FriedrichshainKreuzberg;180;121;1788;629;334;6867;66;597;1354;195;57;19;1928;633;2127;3555
2018;030101;Buch;Pankow;66;12;1078;223;434;3826;90;398;868;78;72;36;1060;283;199;2030
2018;030202;Blankenfelde/Niederschönhausen;Pankow;35;21;433;52;161;2793;98;468;698;140;28;14;534;70;56;1079
2018;030203;Buchholz;Pankow;33;16;384;55;153;1804;137;274;318;126;38;11;504;66;49;883
2018;030304;Karow;Pankow;20;10;428;102;148;2132;15;520;643;173;5;0;546;92;66;1020
2018;030307;Blankenburg/Heinersdorf/Märchenland;Pankow;45;26;601;134;230;4430;128;684;652;377;51;13;837;198;77;1183
2018;030405;Schönholz/Wilhelmsruh/Rosenthal;Pankow;56;33;429;111;167;2508;111;635;279;268;61;17;546;84;78;942
2018;030406;Pankow Zentrum;Pankow;75;53;574;128;258;5141;130;485;1608;175;42;8;821;263;119;1830
2018;030408;Pankow Süd;Pankow;101;66;631;150;271;3083;153;386;1115;182;43;17;749;213;115;1640
2018;030509;Weißensee;Pankow;55;31;854;230;332;3655;191;381;726;165;60;16;878;133;123;1954
2018;030510;Weißensee Ost;Pankow;72;33;809;163;293;3495;202;476;561;156;78;33;978;143;274;1826
2018;030611;Prenzlauer Berg Nordwest;Pankow;180;92;1122;417;295;5623;149;417;1398;149;46;15;1118;433;670;2482
2018;030612;Prenzlauer Berg Nord;Pankow;88;48;696;179;289;5309;201;487;1607;143;51;26;967;326;198;1794
2018;030613;Helmholtzplatz;Pankow;61;18;834;241;263;4458;70;250;1299;101;22;18;1224;557;215;2098
2018;030614;Prenzlauer Berg Ost;Pankow;137;56;1377;290;286;7790;215;683;1147;252;119;45;1630;672;264;2606
2018;030715;Prenzlauer Berg Südwest;Pankow;82;52;1265;279;264;6603;108;685;1407;212;30;4;1277;342;175;2713
2018;030716;Prenzlauer Berg Süd;Pankow;42;24;469;108;152;3639;182;499;950;164;27;9;798;257;117;1506
2018;040101;CharlottenburgNord;CharlottenburgWilmersdorf;118;31;1432;431;549;5286;359;1232;631;262;82;46;1191;113;949;3700
2018;040202;Heerstrasse;CharlottenburgWilmersdorf;123;69;1373;494;301;5061;262;972;579;687;23;8;1072;393;378;2577
2018;040203;Westend;CharlottenburgWilmersdorf;87;56;1111;290;416;7647;231;1213;744;276;38;14;849;115;157;2457
2018;040304;Schloß Charlottenburg;CharlottenburgWilmersdorf;74;41;1153;254;356;4343;119;429;777;213;57;25;1067;327;151;2609
2018;040305;Mierendorffplatz;CharlottenburgWilmersdorf;46;20;1030;228;489;5523;124;841;822;176;72;65;789;137;326;2595
2018;040306;OttoSuhrAllee;CharlottenburgWilmersdorf;138;72;1611;380;547;8205;116;782;1524;224;69;33;1445;377;235;4142
2018;040307;Neue Kantstraße;CharlottenburgWilmersdorf;134;77;1024;236;317;6233;191;792;1093;268;61;24;902;191;232;2942
2018;040308;Kantstraße;CharlottenburgWilmersdorf;175;69;1308;249;391;11316;74;543;1262;345;41;0;999;111;258;3592
2018;040309;Kurfürstendamm;CharlottenburgWilmersdorf;405;203;4968;1425;1007;28440;229;1484;1726;301;98;33;2530;536;1131;10576
2018;040310;Halensee;CharlottenburgWilmersdorf;84;26;880;168;252;7311;214;983;796;214;58;39;699;142;104;2931
2018;040411;Grunewald;CharlottenburgWilmersdorf;62;26;459;93;289;4093;212;1337;496;449;52;36;1213;423;77;1931
2018;040412;Schmargendorf;CharlottenburgWilmersdorf;27;7;408;68;191;3858;245;1014;367;340;34;14;619;116;122;1306
2018;040413;Wiesbadener Straße;CharlottenburgWilmersdorf;55;16;513;87;158;3163;235;453;978;98;33;11;524;126;82;1311
2018;040514;Düsseldorfer Straße;CharlottenburgWilmersdorf;127;48;767;184;342;7006;171;900;1068;339;35;25;1151;418;222;3579
2018;040515;Barstraße;CharlottenburgWilmersdorf;102;34;884;170;429;5401;122;803;1150;184;41;7;667;54;306;2925
2018;040516;Volkspark Wilmersdorf;CharlottenburgWilmersdorf;78;37;623;176;277;6139;173;689;1358;185;66;20;747;153;216;2122
2018;040617;Forst Grunewald;CharlottenburgWilmersdorf;9722;5556;30556;4167;8333;44444;1389;9722;1389;0;6944;6944;12500;2778;0;50000
2018;050101;Hakenfelde;Spandau;66;45;833;231;227;3561;148;977;239;66;70;41;795;21;107;1978
2018;050102;Falkenhagener Feld;Spandau;84;58;1031;222;372;2442;135;468;420;99;70;31;714;24;128;2182
2018;050103;Spandau Mitte;Spandau;279;164;1882;491;575;5979;89;891;725;102;78;35;1141;134;601;3750
2018;050204;Brunsbütteler Damm;Spandau;50;33;877;205;305;3193;192;513;367;175;71;13;739;109;104;1716
2018;050205;Heerstraße Nord;Spandau;111;57;1180;249;499;3198;115;529;192;169;78;44;806;121;148;2528
2018;050206;Wilhelmstadt;Spandau;150;72;1788;497;558;7198;86;558;628;153;54;21;1211;140;360;3405
2018;050307;Haselhorst;Spandau;95;57;1082;159;401;4913;274;936;356;153;64;32;846;121;153;2635
2018;050308;Siemensstadt;Spandau;136;48;1218;273;369;6196;273;753;1355;248;32;8;1026;281;136;3342
2018;050409;Gatow/Kladow;Spandau;35;15;523;106;292;1985;60;307;191;332;45;15;412;10;55;1091
2018;060101;Schloßstr.;SteglitzZehlendorf;108;68;925;203;271;9706;95;510;1362;149;45;0;861;235;226;2007
2018;060102;Albrechtstr.;SteglitzZehlendorf;45;19;471;96;249;2712;102;563;565;169;30;9;623;168;130;1461
2018;060203;Lankwitz;SteglitzZehlendorf;44;9;900;189;408;2722;96;592;303;177;51;28;676;77;196;1840
2018;060204;Ostpreußendamm;SteglitzZehlendorf;53;23;560;87;265;2910;93;566;459;256;37;11;737;129;107;1542
2018;060305;Teltower Damm;SteglitzZehlendorf;41;20;524;87;251;3307;87;618;1002;216;44;15;705;90;160;1230
